SalesOrderID,TotalRevenue
44240,3953.9884
44241,3953.9884
44242,3953.9884
44243,3953.9884
44244,3953.9884
44245,772.5036
44246,3953.9884
44247,3953.9884
44248,3953.9884
44249,3953.9884
44250,3953.9884
44251,3953.9884
44252,3953.9884
44253,3953.9884
44254,3953.9884
44255,772.5036
44256,3953.9884
44257,3953.9884
44258,3953.9884
44259,3953.9884
44260,3953.9884
44261,3953.9884
44262,772.5036
44263,3953.9884
44264,3953.9884
44265,772.5036
44266,772.5036
44267,772.5036
44268,3953.9884
44269,772.5036
44270,3953.9884
44271,3953.9884
44272,3953.9884
44273,3953.9884
44274,3953.9884
44275,3953.9884
44276,3953.9884
44277,3953.9884
44278,3953.9884
44279,3953.9884
44280,64.242
44281,472.3108
44282,45433.9629
44283,49297.608
44284,98932.197
44285,65037.6996
44286,6236.3616
44287,18344.6411
44288,49346.3436
44289,4596.2216
44290,4331.5897
44291,5093.9316
44292,3865.0555
44293,27005.1224
44294,69900.1415
44295,10668.6138
44296,36463.5495
44297,11519.8817
44298,31153.3874
44299,35609.3132
44300,8785.1473
44301,33197.1756
44302,2417.4793
44303,6.3484
44304,42234.8895
44305,21262.657
44306,20995.4191
44307,8733.976
44308,13928.5021
44309,31091.8093
44310,207.7582
44311,8279.3334
44312,2361.5536
44313,29323.3854
44314,47410.6684
44315,2923.7113
44316,4262.3494
44317,38199.897
44318,23749.8917
44319,38566.9973
44320,3953.9884
44321,3953.9884
44322,772.5036
44323,3756.989
44324,3953.9884
44325,3729.364
44326,3953.9884
44327,3953.9884
44328,3953.9884
44329,3953.9884
44330,3953.9884
44331,3953.9884
44332,3953.9884
44333,3756.989
44334,3953.9884
44335,772.5036
44336,3756.989
44337,3729.364
44338,3953.9884
44339,3953.9884
44340,3953.9884
44341,3729.364
44342,772.5036
44343,3953.9884
44344,3953.9884
44345,3953.9884
44346,772.5036
44347,3953.9884
44348,3953.9884
44349,3953.9884
44350,3953.9884
44351,3953.9884
44352,3953.9884
44353,772.5036
44354,772.5036
44355,3756.989
44356,3756.989
44357,3953.9884
44358,3953.9884
44359,3953.9884
44360,3953.9884
44361,3953.9884
44362,3953.9884
44363,3953.9884
44364,3729.364
44365,3953.9884
44366,3953.9884
44367,772.5036
44368,3953.9884
44369,3953.9884
44370,3953.9884
44371,3953.9884
44372,3953.9884
44373,3953.9884
44374,3953.9884
44375,3953.9884
44376,3729.364
44377,3953.9884
44378,3729.364
44379,3729.364
44380,3953.9884
44381,3953.9884
44382,3756.989
44383,3953.9884
44384,3953.9884
44385,3953.9884
44386,3953.9884
44387,3729.364
44388,3953.9884
44389,3953.9884
44390,3953.9884
44391,3953.9884
44392,3953.9884
44393,3756.989
44394,3953.9884
44395,3953.9884
44396,3756.989
44397,772.5036
44398,3953.9884
44399,3953.9884
44400,3953.9884
44401,3953.9884
44402,3953.9884
44403,3729.364
44404,3953.9884
44405,3953.9884
44406,3953.9884
44407,3729.364
44408,3729.364
44409,772.5036
44410,3953.9884
44411,3953.9884
44412,3729.364
44413,3953.9884
44414,3953.9884
44415,3953.9884
44416,3756.989
44417,3953.9884
44418,3953.9884
44419,3953.9884
44420,3953.9884
44421,3953.9884
44422,772.5036
44423,3953.9884
44424,3953.9884
44425,3953.9884
44426,3953.9884
44427,3953.9884
44428,3953.9884
44429,3953.9884
44430,3953.9884
44431,3953.9884
44432,3953.9884
44433,3953.9884
44434,3953.9884
44435,3953.9884
44436,772.5036
44437,3756.989
44438,3953.9884
44439,3953.9884
44440,3953.9884
44441,3953.9884
44442,772.5036
44443,3953.9884
44444,3953.9884
44445,3953.9884
44446,3953.9884
44447,3953.9884
44448,3953.9884
44449,3953.9884
44450,3953.9884
44451,3953.9884
44452,772.5036
44453,3953.9884
44454,3953.9884
44455,3953.9884
44456,772.5036
44457,3953.9884
44458,3953.9884
44459,3953.9884
44460,772.5036
44461,3953.9884
44462,3953.9884
44463,772.5036
44464,3953.9884
44465,772.5036
44466,772.5036
44467,3756.989
44468,3729.364
44469,3953.9884
44470,3953.9884
44471,772.5036
44472,3953.9884
44473,3953.9884
44474,772.5036
44475,3756.989
44476,3953.9884
44477,3953.9884
44478,3953.9884
44479,3729.364
44480,3729.364
44481,29689.3502
44482,472.3108
44483,3398.5212
44484,9215.6816
44485,4560.2864
44486,680.0689
44487,47155.5779
44488,36996.9047
44489,11583.9419
44490,3816.3832
44491,3859.279
44492,75971.892
44493,7290.6993
44494,32153.46
44495,4589.8732
44496,33552.2466
44497,1347.7377
44498,17380.5563
44499,13704.0978
44500,5303.3339
44501,22152.2446
44502,20128.9083
44503,3410.0741
44504,22503.6752
44505,39393.3135
44506,40145.6114
44507,44212.6089
44508,4723.1073
44509,49116.1883
44510,1970.036
44511,11440.2727
44512,1889.2429
44513,49012.5587
44514,47939.4352
44515,6183.7133
44516,472.3108
44517,28042.2034
44518,142312.2199
44519,2417.4793
44520,64981.7034
44521,29406.5783
44522,29448.5055
44523,83772.7786
44524,4596.2216
44525,46666.5213
44526,18589.0781
44527,6899.6033
44528,122500.6617
44529,472.3108
44530,118206.3408
44531,25701.7581
44532,2417.4793
44533,21954.2042
44534,96937.2022
44535,26567.7564
44536,816.1709
44537,64.242
44538,65105.6812
44539,1638.6903
44540,43514.8419
44541,57231.0827
44542,18308.0583
44543,415.5164
44544,23626.2532
44545,11097.2506
44546,1970.036
44547,77692.7415
44548,472.3108
44549,55212.4098
44550,32294.6471
44551,46267.7358
44552,110276.574
44553,6840.4298
44554,816.1709
44555,33893.4937
44556,34445.2611
44557,31670.3289
44558,944.6214
44559,19650.9027
44560,1057.9537
44561,47348.815
44562,21668.8078
44563,53733.7469
44564,38899.0578
44565,2434.0712
44566,43136.7848
44567,52872.0292
44568,2546.9658
44569,34509.5571
44570,65872.3967
44571,3756.989
44572,3953.9884
44573,3756.989
44574,3729.364
44575,3756.989
44576,3953.9884
44577,3953.9884
44578,3953.9884
44579,3953.9884
44580,3953.9884
44581,3729.364
44582,3756.989
44583,3953.9884
44584,3953.9884
44585,3953.9884
44586,3953.9884
44587,3953.9884
44588,772.5036
44589,3756.989
44590,3953.9884
44591,772.5036
44592,3953.9884
44593,3953.9884
44594,3953.9884
44595,3756.989
44596,3953.9884
44597,3953.9884
44598,3729.364
44599,3953.9884
44600,3953.9884
44601,3756.989
44602,3953.9884
44603,772.5036
44604,772.5036
44605,3953.9884
44606,3953.9884
44607,3953.9884
44608,3953.9884
44609,3953.9884
44610,3953.9884
44611,3953.9884
44612,3953.9884
44613,3953.9884
44614,3953.9884
44615,3953.9884
44616,3953.9884
44617,3953.9884
44618,3953.9884
44619,3953.9884
44620,3953.9884
44621,3953.9884
44622,3953.9884
44623,3953.9884
44624,772.5036
44625,3953.9884
44626,3953.9884
44627,3729.364
44628,3729.364
44629,3953.9884
44630,3953.9884
44631,3953.9884
44632,3953.9884
44633,3953.9884
44634,3953.9884
44635,3953.9884
44636,3953.9884
44637,3953.9884
44638,3953.9884
44639,772.5036
44640,3953.9884
44641,3953.9884
44642,772.5036
44643,3953.9884
44644,3953.9884
44645,3756.989
44646,3756.989
44647,3953.9884
44648,3756.989
44649,3756.989
44650,3729.364
44651,3953.9884
44652,3729.364
44653,772.5036
44654,3953.9884
44655,3756.989
44656,3953.9884
44657,3729.364
44658,3953.9884
44659,3953.9884
44660,3953.9884
44661,772.5036
44662,3729.364
44663,3953.9884
44664,3953.9884
44665,772.5036
44666,3953.9884
44667,3953.9884
44668,3953.9884
44669,3729.364
44670,3953.9884
44671,3953.9884
44672,3953.9884
44673,3953.9884
44674,3953.9884
44675,772.5036
44676,3953.9884
44677,3953.9884
44678,3953.9884
44679,3756.989
44680,3953.9884
44681,772.5036
44682,3953.9884
44683,3953.9884
44684,3953.9884
44685,3953.9884
44686,3953.9884
44687,772.5036
44688,3953.9884
44689,3953.9884
44690,3756.989
44691,3756.989
44692,3953.9884
44693,3953.9884
44694,3953.9884
44695,3756.989
44696,3953.9884
44697,3953.9884
44698,772.5036
44699,3953.9884
44700,3953.9884
44701,772.5036
44702,3953.9884
44703,3953.9884
44704,3729.364
44705,3953.9884
44706,3953.9884
44707,3953.9884
44708,3729.364
44709,3953.9884
44710,3953.9884
44711,3953.9884
44712,3729.364
44713,3953.9884
44714,3953.9884
44715,3953.9884
44716,3953.9884
44717,772.5036
44718,3953.9884
44719,3953.9884
44720,3953.9884
44721,772.5036
44722,3953.9884
44723,3756.989
44724,3953.9884
44725,3756.989
44726,772.5036
44727,3953.9884
44728,3756.989
44729,3953.9884
44730,3953.9884
44731,3953.9884
44732,3953.9884
44733,3953.9884
44734,3953.9884
44735,3953.9884
44736,772.5036
44737,3953.9884
44738,3953.9884
44739,3953.9884
44740,7477.8508
44741,4594.0664
44742,45203.3586
44743,47591.4489
44744,33494.5097
44745,29481.2747
44746,16090.2705
44747,11702.304
44748,985.018
44749,51628.2811
44750,100237.4063
44751,537.9491
44752,14594.634
44753,2587.9204
44754,12197.4254
44755,32001.1813
44756,15780.2862
44757,42338.3846
44758,28848.4215
44759,6908.4859
44760,5861.3493
44761,92470.0936
44762,104545.315
44763,3790.7869
44764,2401.9502
44765,6553.8361
44766,4619.4599
44767,34465.5095
44768,24320.2543
44769,207.7582
44770,11690.7511
44771,78461.0295
44772,75865.1515
44773,23472.6843
44774,14020.6584
44775,2480.2443
44776,53342.2783
44777,112067.3649
44778,48307.2468
44779,36676.5854
44780,28866.9646
44781,478.0872
44782,32915.1222
44783,33340.8184
44784,2931.9869
44785,160.605
44786,2645.4188
44787,52005.1806
44788,97765.7518
44789,875.427
44790,944.6214
44791,16323.4531
44792,39130.2034
44793,2401.9502
44794,4560.2864
44795,117373.1283
44796,15396.7194
44797,67518.8195
44798,37650.6136
44799,45857.3386
44800,19265.5486
44801,54234.664
44802,5416.248
44803,3953.9884
44804,3953.9884
44805,3953.9884
44806,3953.9884
44807,3729.364
44808,3953.9884
44809,772.5036
44810,3953.9884
44811,3953.9884
44812,3953.9884
44813,3953.9884
44814,3953.9884
44815,3729.364
44816,3953.9884
44817,3953.9884
44818,3953.9884
44819,3953.9884
44820,3729.364
44821,3756.989
44822,3953.9884
44823,3953.9884
44824,3953.9884
44825,3953.9884
44826,3953.9884
44827,3756.989
44828,3953.9884
44829,772.5036
44830,3953.9884
44831,3729.364
44832,3953.9884
44833,3953.9884
44834,3729.364
44835,3953.9884
44836,3953.9884
44837,3953.9884
44838,3953.9884
44839,3953.9884
44840,3953.9884
44841,3953.9884
44842,3953.9884
44843,3953.9884
44844,3953.9884
44845,3953.9884
44846,3953.9884
44847,3756.989
44848,3729.364
44849,772.5036
44850,772.5036
44851,3953.9884
44852,3953.9884
44853,3729.364
44854,3953.9884
44855,772.5036
44856,772.5036
44857,3953.9884
44858,3953.9884
44859,3953.9884
44860,3953.9884
44861,3953.9884
44862,3953.9884
44863,3953.9884
44864,3729.364
44865,3729.364
44866,3729.364
44867,3953.9884
44868,3953.9884
44869,3953.9884
44870,3953.9884
44871,3756.989
44872,3953.9884
44873,3953.9884
44874,772.5036
44875,3953.9884
44876,3953.9884
44877,3953.9884
44878,3953.9884
44879,3953.9884
44880,3953.9884
44881,3953.9884
44882,3953.9884
44883,3953.9884
44884,3953.9884
44885,3953.9884
44886,3953.9884
44887,3953.9884
44888,3953.9884
44889,3729.364
44890,3756.989
44891,3953.9884
44892,3953.9884
44893,3953.9884
44894,3729.364
44895,3729.364
44896,3756.989
44897,3953.9884
44898,3953.9884
44899,3729.364
44900,3953.9884
44901,3953.9884
44902,3953.9884
44903,3953.9884
44904,3729.364
44905,3953.9884
44906,3953.9884
44907,772.5036
44908,3953.9884
44909,3953.9884
44910,3756.989
44911,3729.364
44912,3953.9884
44913,3953.9884
44914,3953.9884
44915,3953.9884
44916,3953.9884
44917,3953.9884
44918,3729.364
44919,3953.9884
44920,772.5036
44921,3953.9884
44922,3953.9884
44923,3953.9884
44924,3953.9884
44925,3953.9884
44926,772.5036
44927,3729.364
44928,3953.9884
44929,3953.9884
44930,3953.9884
44931,3953.9884
44932,3953.9884
44933,3953.9884
44934,3953.9884
44935,3953.9884
44936,3953.9884
44937,3953.9884
44938,3953.9884
44939,3953.9884
44940,3953.9884
44941,3953.9884
44942,3953.9884
44943,772.5036
44944,772.5036
44945,772.5036
44946,3729.364
44947,3756.989
44948,3953.9884
44949,3729.364
44950,3953.9884
44951,3953.9884
44952,3729.364
44953,3953.9884
44954,3953.9884
44955,772.5036
44956,3729.364
44957,3953.9884
44958,772.5036
44959,3953.9884
44960,3953.9884
44961,3953.9884
44962,3953.9884
44963,3756.989
44964,772.5036
44965,772.5036
44966,3953.9884
44967,3953.9884
44968,772.5036
44969,3953.9884
44970,3953.9884
44971,3953.9884
44972,3953.9884
44973,3953.9884
44974,3953.9884
44975,3953.9884
44976,3953.9884
44977,3953.9884
44978,772.5036
44979,3953.9884
44980,3953.9884
44981,3953.9884
44982,3953.9884
44983,3953.9884
44984,3953.9884
44985,3953.9884
44986,772.5036
44987,3953.9884
44988,772.5036
44989,3953.9884
44990,772.5036
44991,3953.9884
44992,3953.9884
44993,3729.364
44994,3953.9884
44995,3953.9884
44996,3729.364
44997,3953.9884
44998,772.5036
44999,3953.9884
45000,3953.9884
45001,3953.9884
45002,3953.9884
45003,3953.9884
45004,3953.9884
45005,3953.9884
45006,3953.9884
45007,3953.9884
45008,3953.9884
45009,772.5036
45010,3953.9884
45011,3953.9884
45012,772.5036
45013,3953.9884
45014,772.5036
45015,3756.989
45016,3953.9884
45017,3953.9884
45018,3953.9884
45019,3953.9884
45020,3953.9884
45021,3729.364
45022,3729.364
45023,3953.9884
45024,3756.989
45025,3953.9884
45026,3756.989
45027,3953.9884
45028,3953.9884
45029,3953.9884
45030,3729.364
45031,3953.9884
45032,3953.9884
45033,3953.9884
45034,3953.9884
45035,3953.9884
45036,3953.9884
45037,772.5036
45038,30553.6572
45039,31221.5327
45040,472.3108
45041,472.3108
45042,45769.7268
45043,36680.7029
45044,5695.1541
45045,16058.1495
45046,944.6214
45047,44560.403
45048,6899.6033
45049,1555.7138
45050,4843.999
45051,3386.9682
45052,31989.5654
45053,21748.2094
45054,14924.4086
45055,22229.2505
45056,43525.5187
45057,25034.2304
45058,6180.436
45059,35223.3705
45060,26962.8476
45061,82490.9371
45062,17837.328
45063,12522.4584
45064,59713.6183
45065,27052.2013
45066,472.3108
45067,3484.078
45068,2401.9502
45069,27645.7018
45070,31637.8485
45071,6733.5399
45072,2361.5536
45073,472.3108
45074,27058.3881
45075,13771.7748
45076,9192.2504
45077,21263.0024
45078,3953.9884
45079,3953.9884
45080,772.5036
45081,772.5036
45082,3729.364
45083,3953.9884
45084,3953.9884
45085,3953.9884
45086,3953.9884
45087,3729.364
45088,3756.989
45089,3729.364
45090,3953.9884
45091,3953.9884
45092,3953.9884
45093,3953.9884
45094,3953.9884
45095,3756.989
45096,3953.9884
45097,3953.9884
45098,3953.9884
45099,3953.9884
45100,772.5036
45101,3953.9884
45102,3953.9884
45103,3953.9884
45104,3953.9884
45105,3953.9884
45106,3729.364
45107,3953.9884
45108,3953.9884
45109,3953.9884
45110,3953.9884
45111,772.5036
45112,772.5036
45113,3953.9884
45114,3953.9884
45115,3729.364
45116,3953.9884
45117,772.5036
45118,3953.9884
45119,3953.9884
45120,3756.989
45121,3953.9884
45122,3953.9884
45123,3953.9884
45124,3953.9884
45125,3953.9884
45126,3953.9884
45127,3953.9884
45128,3953.9884
45129,3729.364
45130,3953.9884
45131,3756.989
45132,3729.364
45133,3953.9884
45134,3953.9884
45135,3953.9884
45136,3953.9884
45137,3953.9884
45138,3729.364
45139,3953.9884
45140,3953.9884
45141,3953.9884
45142,3953.9884
45143,3953.9884
45144,3953.9884
45145,3953.9884
45146,3953.9884
45147,3953.9884
45148,772.5036
45149,3953.9884
45150,3756.989
45151,3953.9884
45152,3953.9884
45153,3953.9884
45154,3953.9884
45155,3953.9884
45156,3756.989
45157,3756.989
45158,3756.989
45159,3729.364
45160,3953.9884
45161,3729.364
45162,3953.9884
45163,772.5036
45164,3729.364
45165,3953.9884
45166,3953.9884
45167,3953.9884
45168,3953.9884
45169,3953.9884
45170,3729.364
45171,3756.989
45172,772.5036
45173,3953.9884
45174,3953.9884
45175,3953.9884
45176,3953.9884
45177,3953.9884
45178,3756.989
45179,3729.364
45180,3953.9884
45181,3953.9884
45182,3953.9884
45183,772.5036
45184,772.5036
45185,3953.9884
45186,3953.9884
45187,3953.9884
45188,3953.9884
45189,3953.9884
45190,3953.9884
45191,772.5036
45192,3953.9884
45193,3953.9884
45194,3953.9884
45195,3953.9884
45196,3953.9884
45197,3953.9884
45198,3953.9884
45199,3756.989
45200,3953.9884
45201,3953.9884
45202,3953.9884
45203,3953.9884
45204,3756.989
45205,3756.989
45206,3953.9884
45207,3953.9884
45208,3756.989
45209,3953.9884
45210,3953.9884
45211,3953.9884
45212,3953.9884
45213,3729.364
45214,3953.9884
45215,3953.9884
45216,3953.9884
45217,3953.9884
45218,3756.989
45219,3953.9884
45220,3953.9884
45221,3953.9884
45222,772.5036
45223,3953.9884
45224,3953.9884
45225,772.5036
45226,772.5036
45227,772.5036
45228,3953.9884
45229,3729.364
45230,3953.9884
45231,3953.9884
45232,3953.9884
45233,3756.989
45234,772.5036
45235,3953.9884
45236,3953.9884
45237,3953.9884
45238,3756.989
45239,772.5036
45240,3953.9884
45241,3953.9884
45242,3953.9884
45243,772.5036
45244,3729.364
45245,3953.9884
45246,3953.9884
45247,772.5036
45248,3756.989
45249,3953.9884
45250,3953.9884
45251,772.5036
45252,3953.9884
45253,3953.9884
45254,3953.9884
45255,3953.9884
45256,772.5036
45257,3953.9884
